[0.04, 0.05, 0, 0, 0, 0, 0]/[0.04, 0.05, 0, 0, 0]
[0.04, 0.05, 0, 0, 0, 0.23, -0.14]/[0.04, 0.05, 0, 0, 0]
[0.04, 0.05, 0, 0, 0, 0.22, -0.14]/[0.04, 0.05, 0, 0, 0]
[0.04, 0.05, 0, 0, 0, 0.18, -0.6]/[0.04, 0.05, 0, 0, 0]
[0.04, 0.05, 0, 0, 0, 0.24, 0.15]/[0.04, 0.05, -2.0302778711920912, 5.638202793291554, 67205183.44180112]
[0.04, 0.05, -2.0302778711920912, 5.638202793291554, 67205183.44180112, 0.23, 0.61]/[0.04, 0.05, -2.0030021324798613, 5.672880689325855, 67205183.4137242]
[0.04, 0.05, -2.0030021324798613, 5.672880689325855, 67205183.4137242, 0.25, -0.16]/[0.04, 0.05, -2.0030021324798613, 5.672880689325855, 67205183.4137242]
[0.04, 0.05, -2.0030021324798613, 5.672880689325855, 67205183.4137242, 0.24, -0.99]/[0.04, -0.15, -2.0030021324798613, 5.672880689325855, 67205183.4137242]
[0.04, -0.15, -2.0030021324798613, 5.672880689325855, 67205183.4137242, 0.18, 0.23]/[0.04, -0.15, -1.9447727459402775, 5.7333941714609695, 67205183.32387646]
[0.04, -0.15, -1.9447727459402775, 5.7333941714609695, 67205183.32387646, 0.18, 0.35]/[0.04, 0.05, -1.9447727459402775, 5.7333941714609695, 67205183.32387646]
[0.04, 0.05, -1.9447727459402775, 5.7333941714609695, 67205183.32387646, 0.17, -0.15]/[0.04, 0.05, -1.8840285146883065, 5.807591927502311, 67205183.41371924]
[0.04, 0.05, -1.8840285146883065, 5.807591927502311, 67205183.41371924, 0.21, 0.72]/[0.04, -0.15, -1.8840285146883065, 5.807591927502311, 67205183.41371924]
[0.04, -0.15, -1.8840285146883065, 5.807591927502311, 67205183.41371924, 0.22, -0.72]/[-0.02, -0.05, -1.8840285146883065, 5.807591927502311, 67205183.41371924]
[-0.02, -0.05, -1.8840285146883065, 5.807591927502311, 67205183.41371924, 0.26, 0.04]/[-0.02, -0.05, -1.8232569832371697, 5.865223089912079, 67205183.26200971]
[-0.02, -0.05, -1.8232569832371697, 5.865223089912079, 67205183.26200971, 0.23, 0.35]/[-0.02, -0.05, -1.8232569832371697, 5.865223089912079, 67205183.26200971]
[-0.02, -0.05, -1.8232569832371697, 5.865223089912079, 67205183.26200971, 0.26, 0.3]/[-0.04, -0.05, -1.7459211972923274, 5.946252126671045, 67205183.44639513]
[-0.04, -0.05, -1.7459211972923274, 5.946252126671045, 67205183.44639513, 0.23, -0.98]/[-0.04, -0.05, -1.7459211972923274, 5.946252126671045, 67205183.44639513]
[-0.04, -0.05, -1.7459211972923274, 5.946252126671045, 67205183.44639513, 0.25, -0.39]/[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513]
[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513, 0.16, 0.55]/[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513]
[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513, 0.25, -0.41]/[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513]
[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513, 0.22, 0.66]/[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513]
[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513, 0.28, -0.67]/[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513]
[-0.04, -0.25, -1.7459211972923274, 5.946252126671045, 67205183.44639513, 0.23, 0.75]/[-0.04, -0.25, -1.7169247558674132, 5.979320687334895, 67205183.30233295]
[-0.04, -0.25, -1.7169247558674132, 5.979320687334895, 67205183.30233295, 0.24, 0.25]/[-0.06, -0.25, -1.7169247558674132, 5.979320687334895, 67205183.30233295]
[-0.06, -0.25, -1.7169247558674132, 5.979320687334895, 67205183.30233295, 0.16, -0.23]/[-0.08, -0.35, -1.7169247558674132, 5.979320687334895, 67205183.30233295]
[-0.08, -0.35, -1.7169247558674132, 5.979320687334895, 67205183.30233295, 0.22, 0.73]/[-0.08, -0.35, -1.5046846545591932, 6.183300092923395, 67205183.08826207]
[-0.08, -0.35, -1.5046846545591932, 6.183300092923395, 67205183.08826207, 0.27, 0.42]/[-0.08, -0.35, -1.5046846545591932, 6.183300092923395, 67205183.08826207]
[-0.08, -0.35, -1.5046846545591932, 6.183300092923395, 67205183.08826207, 0.16, -0.37]/[-0.08, -0.35, -1.3369962125810206, 6.284583241307858, 67205183.15361758]
[-0.08, -0.35, -1.3369962125810206, 6.284583241307858, 67205183.15361758, 0.26, -0.7]/[-0.08, -0.35, -1.3369962125810206, 6.284583241307858, 67205183.15361758]
[-0.08, -0.35, -1.3369962125810206, 6.284583241307858, 67205183.15361758, 0.2, -0.77]/[-0.08, -0.35, -1.3369962125810206, 6.284583241307858, 67205183.15361758]
[-0.08, -0.35, -1.3369962125810206, 6.284583241307858, 67205183.15361758, 0.22, -0.91]/[-0.12, -0.25, -1.240176827626005, 6.361940141743782, 67205183.30368222]
[-0.12, -0.25, -1.240176827626005, 6.361940141743782, 67205183.30368222, 0.16, 0.24]/[-0.12, -0.25, -1.240176827626005, 6.361940141743782, 67205183.30368222]
[-0.12, -0.25, -1.240176827626005, 6.361940141743782, 67205183.30368222, 0.25, -0.15]/[-0.12, -0.25, -1.1818229001856504, 6.424994509069998, 67205183.31376553]
[-0.12, -0.25, -1.1818229001856504, 6.424994509069998, 67205183.31376553, 0.17, 0.12]/[-0.12, -0.35, -1.1818229001856504, 6.424994509069998, 67205183.31376553]
[-0.12, -0.35, -1.1818229001856504, 6.424994509069998, 67205183.31376553, 0.16, -0.32]/[-0.12, -0.35, -1.0687819688925864, 6.498284597655656, 67205182.83764932]
[-0.12, -0.35, -1.0687819688925864, 6.498284597655656, 67205182.83764932, 0.24, 0.18]/[-0.12, -0.35, -1.0687819688925864, 6.498284597655656, 67205182.83764932]
[-0.12, -0.35, -1.0687819688925864, 6.498284597655656, 67205182.83764932, 0.3, -0.68]/[-0.14, -0.35, -0.9915352072758248, 6.525937507076764, 67205182.85576007]
[-0.14, -0.35, -0.9915352072758248, 6.525937507076764, 67205182.85576007, 0.3, 0.57]/[-0.08, -0.35, -0.9915352072758248, 6.525937507076764, 67205182.85576007]
[-0.08, -0.35, -0.9915352072758248, 6.525937507076764, 67205182.85576007, 0.19, 0.01]/[-0.08, -0.35, -0.9915352072758248, 6.525937507076764, 67205182.85576007]
[-0.08, -0.35, -0.9915352072758248, 6.525937507076764, 67205182.85576007, 0.17, 0.86]/[-0.1, -0.25, -0.9291876525765248, 6.5476053186779435, 67205182.81546246]
[-0.1, -0.25, -0.9291876525765248, 6.5476053186779435, 67205182.81546246, 0.28, -0.73]/[-0.12, -0.25, -0.9291876525765248, 6.5476053186779435, 67205182.81546246]
[-0.12, -0.25, -0.9291876525765248, 6.5476053186779435, 67205182.81546246, 0.21, -0.15]/[-0.14, -0.25, -0.8255606108771336, 6.577657615544524, 67205182.71551059]
[-0.14, -0.25, -0.8255606108771336, 6.577657615544524, 67205182.71551059, 0.25, 0.35]/[-0.12, -0.35, -0.8255606108771336, 6.577657615544524, 67205182.71551059]
[-0.12, -0.35, -0.8255606108771336, 6.577657615544524, 67205182.71551059, 0.27, 0.24]/[-0.12, -0.35, -0.8255606108771336, 6.577657615544524, 67205182.71551059]
[-0.12, -0.35, -0.8255606108771336, 6.577657615544524, 67205182.71551059, 0.29, -0.07]/[-0.14, -0.35, -0.6998585466939327, 6.61695081253339, 67205183.00299528]
[-0.14, -0.35, -0.6998585466939327, 6.61695081253339, 67205183.00299528, 0.17, -0.67]/[-0.12, -0.65, -0.218588146233353, 7.155268052535196, -722455837.3932261]
